"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"tkPhosmax"	"tkPhosmd"	"tkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"	"foldkNadphOxCys2"	"foldkCys2Red"
51	3	1	0.8128359250392697	0.8128359250392697	0.8128359250392697	0.9128359250392698	0.9128359250392698	0.9128359250392698	0.05006795084623412	0.05006795084623412	0.05006795084623412	109.46991740752493	109.46991740752493	109.46991740752493	1476.9835909755577	1476.9835909755577	1476.9835909755577	867.9074943067577	867.9074943067577	867.9074943067577	1142.0647479275187	1142.0647479275187	1142.0647479275187	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.057388153674520104	0.057388153674520104	0.057388153674520104	0.01483940344811831	0.01483940344811831	0.01483940344811831	100	2000	200	0.7	0.00005	1.7	0.4	0.1
52	3	1	0.9316003446885907	0.9316003446885907	0.9316003446885907	1.0316003446885906	1.0316003446885906	1.0316003446885906	0.029538883550914958	0.029538883550914958	0.029538883550914958	85.2076785026217	85.2076785026217	85.2076785026217	1489.1147104280092	1489.1147104280092	1489.1147104280092	867.9074943067577	867.9074943067577	867.9074943067577	1935.7820874946578	1935.7820874946578	1935.7820874946578	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.04777079723853699	0.04777079723853699	0.04777079723853699	0.017309783624258748	0.017309783624258748	0.017309783624258748	100	2000	200	0.7	0.00005	1.7	0.45	0.1
53	3	1	1.1647058903458067	1.1647058903458067	1.1647058903458067	1.2647058903458068	1.2647058903458068	1.2647058903458068	0.009201649843056369	0.009201649843056369	0.009201649843056369	56.89952025083115	56.89952025083115	56.89952025083115	1503.2687895539045	1503.2687895539045	1503.2687895539045	867.9074943067577	867.9074943067577	867.9074943067577	6214.194480091072	6214.194480091072	6214.194480091072	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.032819682980737994	0.032819682980737994	0.032819682980737994	0.023353745996901477	0.023353745996901477	0.023353745996901477	100	2000	200	0.7	0.00005	1.7	0.5	0.1
54	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.55	0.1
55	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.1
56	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.65	0.1
57	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.1
58	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.75	0.1
59	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.8	0.1
60	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.1
61	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.9	0.1
62	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.1
63	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	1.	0.1
64	3	3	0.43427316532977056	0.3045683868580913	0.0011098977465176408	0.5342731653297705	0.4045683868580912	0.10110989774651764	0.4495134830253254	0.2229639543800015	0.22053815070639562	2712.4995611229174	327.53102768330353	275.47942163151384	1393.9788388635632	1367.9530358376683	175.46876911786146	867.9074943067577	867.9074943067577	867.9074943067577	172.852456530532	170.97185603073584	84.80404381141439	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999590837783129	0.09149221480752485	0.08638243996256444	0.01037533393415239	0.009852972485588697	0.009091247254080056	100	2000	200	0.7	0.00005	1.7	0.	0.15000000000000002
65	3	3	0.4672114728400974	0.2706501467616698	0.0011328446649878198	0.5672114728400974	0.3706501467616698	0.10113284466498783	0.4160136758025157	0.20915297346536452	0.20572299199392932	2685.1930002439844	336.6888542291692	257.9426033755603	1402.74724799154	1363.3741225647354	189.12204955732793	867.9074943067577	867.9074943067577	867.9074943067577	185.3004408443859	182.26162639095298	91.63295181285636	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999578132047196	0.09255952527525958	0.08466468453077777	0.01056360146296031	0.009750435147940667	0.009091257755481613	100	2000	200	0.7	0.00005	1.7	0.05	0.15000000000000002
66	3	3	0.49401713524786495	0.24315265466194702	0.0011605544932636214	0.5940171352478649	0.343152654661947	0.10116055449326361	0.3825464171913928	0.19519481833261385	0.19112184247736805	2653.3082951803735	343.58840515224654	243.08342978155548	1410.1768347885425	1359.9243471031969	205.0644020891334	867.9074943067577	867.9074943067577	867.9074943067577	199.45685231040648	195.2949439638473	99.64950498864292	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999562620093924	0.0933908608671066	0.08310966739495405	0.010740023329244475	0.009672034758326946	0.009091270576279162	100	2000	200	0.7	0.00005	1.7	0.1	0.15000000000000002
67	3	3	0.5185488528900393	0.2183404429105712	0.0011946651452091617	0.6185488528900392	0.3183404429105712	0.10119466514520917	0.34912029972866243	0.1811742295674291	0.17665264528151028	2615.5978819949155	349.92824871660724	229.37683014300006	1417.0301346078202	1356.7544253210165	223.91960868186226	867.9074943067577	867.9074943067577	867.9074943067577	215.79388775952364	210.408297026115	109.19033106332863	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999543274373325	0.09412688034754323	0.08156150873334152	0.01092161994525825	0.009603668108199442	0.009091286565777642	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.15000000000000002
68	3	3	0.5423181782733121	0.19486893376159867	0.0012376541920445128	0.6423181782733121	0.2948689337615987	0.10123765419204452	0.3157471671192889	0.16712483149918797	0.1622851412504987	2570.31962326702	356.5210377288803	216.26153488121355	1423.5877822387133	1353.45803081488	246.5587380458102	867.9074943067577	867.9074943067577	867.9074943067577	234.89865316418195	228.0963323423688	120.73128464173763	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999518505563092	0.09481742490939213	0.07995077613394601	0.011117191457146482	0.009540398467758919	0.009091307037614805	100	2000	200	0.7	0.00005	1.7	0.2	0.15000000000000002
69	3	3	0.5662236918061995	0.1720664565430488	0.0012934497210564501	0.6662236918061994	0.2720664565430488	0.10129344972105644	0.2824437625369119	0.1530661321180301	0.14800431662548133	2514.9670885208866	364.0386872259932	203.44418322925645	1429.996458064692	1349.6992060663235	274.23500541887677	867.9074943067577	867.9074943067577	867.9074943067577	257.56384663268733	249.04634735857965	134.9669072735118	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999485725595318	0.09548672621791615	0.07822773876304534	0.011334303859761342	0.009479865722007378	0.009091334130949816	100	2000	200	0.7	0.00005	1.7	0.25	0.15000000000000002
70	3	3	0.5909721885950276	0.14953615162574316	0.0013686589364543924	0.6909721885950276	0.24953615162574316	0.10136865893645439	0.24923443709740276	0.1390131060995694	0.13380169826294475	2445.8033006854475	373.2682214258017	190.73676284656042	1436.35016825604	1345.0844389664192	308.8168993365963	867.9074943067577	867.9074943067577	867.9074943067577	284.90341754397855	274.2227850156587	152.9506177085928	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999440436460731	0.09614817772900568	0.07634540407356102	0.011581392324576547	0.009420792908503634	0.009091371563640815	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.15000000000000002
71	3	3	0.6172536622456694	0.12701463429247095	0.0014752823665005188	0.7172536622456693	0.22701463429247096	0.10147528236650051	0.21615571744398254	0.1249811514864293	0.1196722638300226	2357.0085750206995	385.36187906128674	177.9984591870216	1442.7193200858094	1339.0376101486768	353.21426216897044	867.9074943067577	867.9074943067577	867.9074943067577	318.5413218425115	305.0104808199049	176.35694100101813	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999374126149534	0.09680918535482853	0.07425146786365983	0.0118692294075903	0.009362490657314924	0.009091426371457214	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.15000000000000002
72	3	3	0.6458600480186448	0.10430310060156374	0.0016375093057855894	0.7458600480186448	0.20430310060156373	0.10163750930578559	0.1832640647583976	0.11099186689887951	0.10561310490257797	2239.0088177192906	402.30575078436135	165.10857102151638	1449.1642641685619	1330.5656742871395	412.21414081967487	867.9074943067577	867.9074943067577	867.9074943067577	360.94536888641994	343.45364370734814	208.0089250369767	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999926869892535	0.09747288617359617	0.07188178929765995	0.012212727745417973	0.00930467242114206	0.009091513512145604	100	2000	200	0.7	0.00005	1.7	0.4	0.15000000000000002
73	3	3	0.6778144306215537	0.0812103610716769	0.0019120402167020602	0.7778144306215536	0.1812103610716769	0.10191204021670207	0.15064806319206014	0.09708617668381705	0.0916227903863221	2074.859414957424	428.12815339633397	151.95032349689154	1455.7433879308744	1317.654472981153	494.288842200608	867.9074943067577	867.9074943067577	867.9074943067577	416.05981380361885	392.6466404424323	253.04381815849527	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999078557313634	0.09813844098681072	0.06915264273181869	0.012633816957800812	0.009247405371064733	0.009091670677586611	100	2000	200	0.7	0.00005	1.7	0.45	0.15000000000000002
74	3	3	0.7145649824849616	0.05743738284614004	0.0024686684580214058	0.8145649824849616	0.15743738284614003	0.10246866845802141	0.1184358720315625	0.08337092750322263	0.07770106999089178	1831.0365939840353	473.08533699625394	138.3978829730782	1462.519608192781	1295.175881181193	616.2002526873025	867.9074943067577	867.9074943067577	867.9074943067577	490.60535604940463	457.2404583939366	321.8666815586265	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998651946292957	0.09880046167178867	0.06594948467001557	0.013166646282654694	0.009191137469771366	0.009092023321431181	100	2000	200	0.7	0.00005	1.7	0.5	0.15000000000000002
75	3	3	0.7583344206219241	0.031937708521003305	0.004164989761771376	0.8583344206219241	0.1319377085210033	0.10416498976177138	0.08661164550764396	0.07032903175219826	0.06384878457503988	1421.4055336082633	579.0607506982928	124.30207173543992	1469.5675138116	1242.1881743301738	821.0157828751885	867.9074943067577	867.9074943067577	867.9074943067577	597.0444286766183	542.0316497832297	440.1320501979936	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09997070667308343	0.0994514820007587	0.06210895276743756	0.01386790352128887	0.009136468339396887	0.009093330671892113	100	2000	200	0.7	0.00005	1.7	0.55	0.15000000000000002
76	3	1	0.8128359250392697	0.8128359250392697	0.8128359250392697	0.9128359250392698	0.9128359250392698	0.9128359250392698	0.05006795084623412	0.05006795084623412	0.05006795084623412	109.46991740752493	109.46991740752493	109.46991740752493	1476.9835909755577	1476.9835909755577	1476.9835909755577	867.9074943067577	867.9074943067577	867.9074943067577	761.3764986183457	761.3764986183457	761.3764986183457	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.057388153674520104	0.057388153674520104	0.057388153674520104	0.01483940344811831	0.01483940344811831	0.01483940344811831	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.15000000000000002
77	3	1	0.8849436071181994	0.8849436071181994	0.8849436071181994	0.9849436071181994	0.9849436071181994	0.9849436071181994	0.03636206562782061	0.03636206562782061	0.03636206562782061	93.62920436821187	93.62920436821187	93.62920436821187	1484.9039474952142	1484.9039474952142	1484.9039474952142	867.9074943067577	867.9074943067577	867.9074943067577	1048.360714665647	1048.360714665647	1048.360714665647	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.051409714238279794	0.051409714238279794	0.051409714238279794	0.016284068610380367	0.016284068610380367	0.016284068610380367	100	2000	200	0.7	0.00005	1.7	0.65	0.15000000000000002
78	3	1	0.9893027580188671	0.9893027580188671	0.9893027580188671	1.089302758018867	1.089302758018867	1.089302758018867	0.02273680375318985	0.02273680375318985	0.02273680375318985	76.35636854070717	76.35636854070717	76.35636854070717	1493.5403654089666	1493.5403654089666	1493.5403654089666	867.9074943067577	867.9074943067577	867.9074943067577	1676.601580508125	1676.601580508125	1676.601580508125	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.043560859315368225	0.043560859315368225	0.043560859315368225	0.018670350191955752	0.018670350191955752	0.018670350191955752	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.15000000000000002
79	3	1	1.164705890345806	1.164705890345806	1.164705890345806	1.264705890345806	1.264705890345806	1.264705890345806	0.009201649843056409	0.009201649843056409	0.009201649843056409	56.89952025083121	56.89952025083121	56.89952025083121	1503.2687895539045	1503.2687895539045	1503.2687895539045	867.9074943067577	867.9074943067577	867.9074943067577	4142.796320060696	4142.796320060696	4142.796320060696	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.03281968298073803	0.03281968298073803	0.03281968298073803	0.023353745996901456	0.023353745996901456	0.023353745996901456	100	2000	200	0.7	0.00005	1.7	0.75	0.15000000000000002
80	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.8	0.15000000000000002
81	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.15000000000000002
82	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.9	0.15000000000000002
83	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.15000000000000002
84	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"tkPhos"	"Median[tkPhos]"	"tkPhos"	100	2000	200	0.7	0.00005	1.7	1.	0.15000000000000002
85	3	3	0.43427316532977056	0.3045683868580913	0.0011098977465176408	0.5342731653297705	0.4045683868580912	0.10110989774651764	0.4495134830253254	0.2229639543800015	0.22053815070639562	2712.4995611229174	327.53102768330353	275.47942163151384	1393.9788388635632	1367.9530358376683	175.46876911786146	867.9074943067577	867.9074943067577	867.9074943067577	129.63934239789904	128.2288920230519	63.6030328585608	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999590837783129	0.09149221480752485	0.08638243996256444	0.01037533393415239	0.009852972485588697	0.009091247254080056	100	2000	200	0.7	0.00005	1.7	0.	0.2
86	3	3	0.459822585618751	0.27826104046673333	0.0011267123458655437	0.559822585618751	0.3782610404667333	0.10112671234586554	0.42438585696025444	0.21262538735806297	0.209400941089837	2692.4083392800644	334.7249750864831	261.96743536116134	1400.7348319987395	1364.3560621360787	185.51438003928794	867.9074943067577	867.9074943067577	867.9074943067577	136.53434737411254	134.46381538192978	67.36892938895346	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999581539998588	0.09232491484697708	0.08506825644926048	0.010518758178064587	0.009772790932642956	0.009091254938777684	100	2000	200	0.7	0.00005	1.7	0.05	0.2
87	3	3	0.4810422917522632	0.2564305693290934	0.001146016773171299	0.5810422917522632	0.3564305693290934	0.10114601677317131	0.399275502730267	0.20218490368656777	0.19840289979771422	2669.8915878002203	340.2765030642268	250.3133059213315	1406.5618967186545	1361.5802981472068	196.77275577920997	867.9074943067577	867.9074943067577	867.9074943067577	144.10283751082184	141.4072975277496	71.60574749946609	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999570781229765	0.09299216009848996	0.08388022702497648	0.010651870278647217	0.00970947690623941	0.009091263831007404	100	2000	200	0.7	0.00005	1.7	0.1	0.2
88	3	3	0.5002865604447725	0.23676887363182308	0.0011684030094966768	0.6002865604447725	0.33676887363182306	0.10116840300949669	0.3741856337342209	0.19169381276965478	0.18749376685247968	2644.484854372735	345.1882822386108	239.5780736125577	1411.9295128730412	1359.1244085600147	209.47612249295264	867.9074943067577	867.9074943067577	867.9074943067577	152.4873136381161	149.14628916886858	76.40705108292126	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999558193200948	0.09358115395152583	0.08272531301198582	0.010784541647982773	0.009654265876087679	0.009091274235160833	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.2
89	3	3	0.5185488528900393	0.2183404429105712	0.0011946651452091617	0.6185488528900392	0.3183404429105712	0.10119466514520917	0.34912029972866243	0.1811742295674291	0.17665264528151028	2615.5978819949155	349.92824871660724	229.37683014300006	1417.0301346078202	1356.7544253210165	223.91960868186226	867.9074943067577	867.9074943067577	867.9074943067577	161.84541581964277	157.8062227695863	81.89274829749648	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999543274373325	0.09412688034754323	0.08156150873334152	0.01092161994525825	0.009603668108199442	0.009091286565777642	100	2000	200	0.7	0.00005	1.7	0.2	0.2
90	3	3	0.536393061007316	0.20065418268229332	0.0012258929297376264	0.636393061007316	0.3006541826822933	0.10122589292973763	0.32408467159673415	0.17063869254290917	0.16586845246579857	2582.469239449889	354.81273904044866	219.50343931443024	1421.966830022105	1354.3121801590958	240.48392995437578	867.9074943067577	867.9074943067577	867.9074943067577	172.36804471375362	167.5494602376684	88.21898515089782	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999525324553385	0.09464748268816654	0.08036217069605756	0.01106657788648751	0.009555891592536888	0.009091301401595739	100	2000	200	0.7	0.00005	1.7	0.25	0.2
91	3	3	0.5542077952144941	0.18341308876012122	0.0012636221521054925	0.6542077952144941	0.2834130887601212	0.10126362215210549	0.29908544702835194	0.1600956662921666	0.15513452780483042	2544.0999342221107	360.12023839472323	209.82892133032203	1426.804089014159	1351.6584304819585	259.6685825682648	867.9074943067577	867.9074943067577	867.9074943067577	184.2943749259645	178.58335265021972	95.59281842461444	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999950333735884	0.09515371931223135	0.07910618585299745	0.01122256541930485	0.009509887111369929	0.009091319574435592	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.2
92	3	3	0.5723055173095267	0.16642027779802118	0.0013100863540438379	0.6723055173095267	0.2664202777980212	0.10131008635404383	0.2741314382372036	0.1495517842758485	0.14444657148969145	2499.153765403379	366.14920687481026	200.26306057932499	1431.5870193896576	1348.643946241915	282.14166697763056	867.9074943067577	867.9074943067577	867.9074943067577	197.93076800903	191.17405365415638	104.29457130154782	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999475815494238	0.09565245327657047	0.0777739916662514	0.011392896472139076	0.009464995548965266	0.009091342321889248	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.2
93	3	3	0.5909721885950276	0.14953615162574316	0.0013686589364543924	0.6909721885950276	0.24953615162574316	0.10136865893645439	0.24923443709740276	0.1390131060995694	0.13380169826294475	2445.8033006854475	373.2682214258017	190.73676284656042	1436.35016825604	1345.0844389664192	308.8168993365963	867.9074943067577	867.9074943067577	867.9074943067577	213.67756315798394	205.66708876174405	114.71296328144463	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999440436460731	0.09614817772900568	0.07634540407356102	0.011581392324576547	0.009420792908503634	0.009091371563640815	100	2000	200	0.7	0.00005	1.7	0.4	0.2
94	3	3	0.6104990958096843	0.13265567225093938	0.001444676348534535	0.7104990958096843	0.2326556722509394	0.10144467634853453	0.22441050451820035	0.12848616672334381	0.12319794910420724	2381.483475652463	381.98258106849966	181.1927030863919	1441.122198136124	1340.7272591450703	340.97681185308863	867.9074943067577	867.9074943067577	867.9074943067577	232.0689673741453	222.5175017695619	127.40232857017223	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999393408045702	0.09664373703397085	0.07479803040896023	0.011792726731708789	0.009377015733061333	0.00909141043422024	100	2000	200	0.7	0.00005	1.7	0.45	0.2
